participant_id,video_1,baseline_1,baseline_2,video_2,video_3,video_4,video_5,video_6,video_7,video_8,video_9,video_10,video_11,video_12,video_13,video_14,video_15,video_16,video_17,video_18,video_19,video_20,video_21,video_22,video_23,video_24,video_25,video_26,video_27,video_28,video_29,video_30,video_31,video_32,video_33,video_34,video_35,video_36,video_37,video_38,video_39,video_40
101,27.0,0.0,0.0,20.0,10.0,14.0,10.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,29.0,31.0,100.0,81.0,35.0,24.0,89.0,2.0,15.0,32.0,14.0,13.0,43.0,37.0,62.0,69.0,50.0,11.0,0.0,0.0,12.0,10.0,26.0,0.0,25.0,27.0,45.0,12.0,11.0,11.0,5.0,4.0,8.0,21.0,6.0,48.0,4.0,14.0,7.0,11.0,10.0,14.0
103,0.0,0.0,0.0,21.0,19.0,24.0,37.0,29.0,10.0,0.0,48.0,0.0,20.0,25.0,25.0,22.0,31.0,19.0,20.0,0.0,11.0,0.0,31.0,0.0,33.0,19.0,24.0,22.0,16.0,12.0,11.0,1.0,21.0,22.0,23.0,26.0,30.0,24.0,0.0,17.0,18.0,0.0
104,27.0,0.0,0.0,11.0,22.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,56.0,38.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0
105,11.0,0.0,0.0,14.0,17.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,32.0,37.0,43.0,0.0,0.0,0.0,0.0,0.0,32.0,35.0,12.0,9.0,12.0,17.0,7.0,9.0,8.0,0.0,15.0,26.0,13.0,27.0,13.0,21.0,0.0,0.0,12.0,0.0
106,40.0,20.0,0.0,19.0,22.0,0.0,32.0,0.0,9.0,0.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,8.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,10.0,11.0,16.0,13.0,5.0,17.0,14.0,12.0,11.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,8.0,0.0,0.0,77.0,77.0,71.0,45.0,0.0,0.0,0.0,46.0,48.0,45.0,48.0,69.0,59.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,78.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,58.0,35.0,51.0,72.0,43.0,12.0,0.0,0.0,8.0,7.0
110,19.0,0.0,0.0,18.0,13.0,0.0,21.0,22.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,35.0,37.0,42.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,20.0,34.0,0.0,0.0,0.0,0.0,0.0,21.0
